Bouguer	eTh	eU	GT	Kperc	SRTM	SIGLA_UNID	X	Y
-44.5546	3.92	2.19	1.3533	3.37	292.35	A4_mu_c	509250.0	9259375.0
-47.7931	3.52	1.08	0.0745	0.91	294.1	A4_mu_c	514125.0	9264750.0
-46.9488	1.9	0.49	1.0325	0.79	334.97	A4_mu_c	512750.0	9263625.0
-45.9202	-0.69	0.0	0.8608	0.02	372.51	A4_mu_c	511375.0	9262750.0
-48.4761	2.1	0.9	1.0785	0.57	283.08	A4_mu_c	519000.0	9266500.0
-44.4079	4.48	2.1	1.9186	3.66	294.18	A4_mu_c	509000.0	9259625.0
-48.4817	2.27	1.33	1.0135	0.55	286.14	A4_mu_c	518750.0	9266500.0
-47.7039	5.49	1.11	0.0699	1.39	291.42	A4_mu_c	513875.0	9264375.0
-45.6444	-0.17	0.19	2.8886	0.02	359.24	A4_mu_c	510875.0	9262375.0
-44.8574	7.46	2.7	5.7548	3.57	323.27	A4_mu_c	509875.0	9260625.0
-48.5803	1.01	1.16	3.6119	0.58	316.53	A4_mu_c	519000.0	9265375.0
-47.9801	2.85	1.43	0.03	0.62	287.45	A4_mu_c	514625.0	9265000.0
-45.8134	-0.43	0.31	0.5673	-0.01	351.92	A4_mu_c	511250.0	9262500.0
-44.4234	4.08	2.11	4.3345	1.12	308.52	A4_mu_c	508250.0	9260875.0
-46.4156	2.26	1.23	0.5789	0.63	312.04	A4_mu_c	511000.0	9264000.0
-46.0547	3.26	1.53	3.6314	1.91	320.08	A4_mu_c	509375.0	9263125.0
-44.2002	3.45	1.52	6.2854	1.35	307.89	A4_mu_c	508250.0	9260375.0
-46.3731	1.83	0.81	0.9657	0.33	330.79	A4_mu_c	511500.0	9263875.0
-45.1564	3.88	1.47	2.3547	2.14	325.86	A4_mu_c	510500.0	9261125.0
-48.0158	4.4	2.06	0.0772	0.93	293.3	A4_mu_c	514500.0	9264375.0
-43.561	6.31	2.25	1.3932	1.42	282.04	A4_mu_c	507750.0	9259000.0
-44.2532	3.08	1.9	7.5954	1.75	311.44	A4_mu_c	508500.0	9260250.0
-46.4168	2.09	1.1	0.6869	0.38	328.58	A4_mu_c	512250.0	9262250.0
-45.7689	2.54	1.17	6.5306	1.36	333.74	A4_mu_c	509500.0	9262750.0
-48.5141	0.62	0.6	0.6995	0.2	317.87	A4_mu_c	519625.0	9265750.0
-44.7635	2.94	1.67	6.6321	0.73	326.25	A4_mu_c	508750.0	9261250.0
-46.5024	0.74	0.01	1.1573	0.45	458.56	A4_mu_c	512125.0	9263500.0
-44.9971	3.04	1.4	5.4394	0.49	338.78	A4_mu_c	509625.0	9261375.0
-48.4378	3.08	0.92	0.6886	1.45	293.26	A4_mu_c	519500.0	9266625.0
-48.4729	5.26	0.8	0.2543	0.93	283.61	A4_mu_c	517000.0	9265375.0
-45.4357	0.84	0.37	8.0808	0.24	346.44	A4_mu_c	510250.0	9262125.0
-46.2601	-0.17	0.31	0.3358	0.07	464.23	A4_mu_c	511875.0	9263125.0
-43.5382	4.07	1.68	2.399	1.4	310.64	A4_mu_c	507125.0	9260000.0
-46.0003	2.62	1.07	2.9261	1.55	319.59	A4_mu_c	509625.0	9263125.0
-45.3756	3.26	1.17	3.8289	1.18	346.28	A4_mu_c	508625.0	9262125.0
-46.0003	2.62	1.07	2.9261	1.55	319.59	A4_mu_c	509625.0	9263125.0
-44.9883	3.54	1.71	2.9209	1.02	355.66	A4_mu_c	508625.0	9261625.0
-48.5188	2.13	1.03	1.6759	0.45	285.48	A4_mu_c	517875.0	9265875.0
-47.3378	5.69	1.46	0.3829	1.51	303.39	A4_mu_c	513250.0	9264125.0
-45.6569	-0.26	0.09	4.289	0.04	348.95	A4_mu_c	510375.0	9262625.0
-48.5534	0.05	0.42	0.9951	0.24	294.37	A4_mu_c	518000.0	9265500.0
-46.5852	2.15	0.44	0.779	0.66	377.4	A4_mu_c	512125.0	9263750.0
-48.5674	0.63	0.75	1.2839	0.22	308.26	A4_mu_c	518125.0	9265375.0
-45.8153	1.33	0.37	2.2308	0.36	338.47	A4_mu_c	511500.0	9261875.0
-43.4796	4.02	1.76	1.4156	1.01	283.21	A4_mu_c	507625.0	9259000.0
-45.9316	-0.6	0.1	0.3168	0.06	370.58	A4_mu_c	511500.0	9262625.0
-43.6037	3.62	1.51	2.7015	1.12	311.93	A4_mu_c	507375.0	9259875.0
-47.274	7.44	1.66	0.2314	1.86	306.73	A4_mu_c	513125.0	9264250.0
-44.497	3.14	1.63	5.6471	0.93	316.34	A4_mu_c	508500.0	9260875.0
-45.1552	1.32	0.76	5.9408	0.36	344.67	A4_mu_c	509500.0	9261750.0
-44.8	6.26	2.32	5.5189	3.26	309.81	A4_mu_c	509750.0	9260500.0
-42.9301	2.75	1.58	2.0031	1.95	286.15	A4_mu_c	506750.0	9259000.0
-45.0822	3.36	1.74	1.6337	1.96	307.93	A4_mu_c	510375.0	9260125.0
-46.0655	-0.1	0.47	0.7861	0.04	359.59	A4_mu_c	511750.0	9262375.0
-47.1492	4.81	1.27	0.5623	1.42	298.3	A4_mu_c	512750.0	9264625.0
-45.0156	3.21	1.54	2.7379	0.75	353.08	A4_mu_c	508875.0	9261625.0
-45.7758	-0.28	0.06	4.1549	0.13	377.03	A4_mu_c	510625.0	9262875.0
-47.9969	5.13	1.54	0.0661	1.07	292.37	A4_mu_c	514500.0	9264500.0
-43.2275	3.41	1.03	2.7856	1.39	291.09	A4_mu_c	507000.0	9259500.0
-48.5596	5.76	1.02	0.3203	1.86	285.75	A4_mu_c	517625.0	9264625.0
-46.0547	3.26	1.53	3.6314	1.91	320.08	A4_mu_c	509375.0	9263125.0
-48.4653	5.63	0.89	0.2183	1.1	286.21	A4_mu_c	516875.0	9265250.0
-48.5899	4.27	1.58	3.7384	0.59	301.66	A4_mu_c	518125.0	9265000.0
-44.9476	1.9	1.38	6.2296	0.3	339.42	A4_mu_c	509375.0	9261375.0
-45.9761	-0.31	0.51	0.7711	0.0	359.73	A4_mu_c	511625.0	9262375.0
-43.3482	1.53	1.27	1.6032	0.83	286.03	A4_mu_c	507375.0	9259125.0
-44.4966	4.61	2.78	3.0363	3.37	314.24	A4_mu_c	509125.0	9260000.0
-46.2206	1.83	0.4	5.1278	0.66	319.65	A4_mu_c	510375.0	9263625.0
-48.5087	1.52	0.78	0.6557	0.3	310.77	A4_mu_c	519750.0	9265750.0
-48.5759	5.19	1.21	0.6978	1.46	288.14	A4_mu_c	517750.0	9264750.0
-46.2166	3.35	0.78	2.0106	1.51	312.3	A4_mu_c	509500.0	9263375.0
-47.3865	8.05	0.81	0.3771	0.37	314.21	A4_mu_c	513375.0	9263250.0
-48.5952	4.83	1.34	0.831	0.98	292.57	A4_mu_c	518000.0	9264750.0
-45.0293	2.75	1.43	3.8113	0.63	354.7	A4_mu_c	509000.0	9261625.0
-47.4898	3.47	0.76	1.2912	0.51	310.1	A4_mu_c	513500.0	9263625.0
-48.4877	4.42	0.35	0.2543	0.83	281.62	A4_mu_c	517125.0	9265375.0
-45.5028	0.54	0.22	6.3248	0.11	347.63	A4_mu_c	510625.0	9262125.0
-45.0171	6.51	2.32	3.116	3.38	319.43	A4_mu_c	510250.0	9260875.0
-45.4484	0.95	0.6	8.0122	0.34	356.17	A4_mu_c	510000.0	9262250.0
-48.541	-0.55	0.59	2.168	-0.11	350.52	A4_mu_c	519000.0	9265750.0
-44.8776	4.05	2.11	1.5843	2.75	292.74	A4_mu_c	509875.0	9259750.0
-44.2624	4.31	2.49	3.8671	3.14	307.76	A4_mu_c	508625.0	9260000.0
-45.978	1.47	0.09	2.2667	0.79	314.49	A4_mu_c	510125.0	9263250.0
-45.1819	3.5	1.88	1.4308	2.15	319.49	A4_mu_c	510625.0	9260250.0
-46.6514	1.85	0.67	1.2243	0.52	315.23	A4_mu_c	512500.0	9262500.0
-47.0677	7.65	1.35	0.2018	1.81	306.61	A4_mu_c	512750.0	9264250.0
-34.9139	6.64	1.73	0.0591	1.98	493.53	PP3_gamma_js	534000.0	9231750.0
-34.807	6.35	1.92	0.027	1.92	504.39	PP3_gamma_js	526375.0	9226500.0
-37.4833	5.04	1.14	0.0265	3.98	364.18	PP3_gamma_js	538875.0	9246875.0
-36.3663	14.99	3.0	0.0373	3.86	527.54	PP3_gamma_js	503000.0	9228500.0
-39.2225	4.61	2.01	0.1394	2.43	518.85	PP3_gamma_js	506250.0	9240375.0
-36.0555	13.92	3.11	0.013	2.55	447.89	PP3_gamma_js	529375.0	9242875.0
-35.2744	6.76	2.36	0.0216	1.62	411.35	PP3_gamma_js	531375.0	9249375.0
-37.8144	8.66	2.7	0.0156	1.64	587.59	PP3_gamma_js	517625.0	9231875.0
-36.1449	7.9	1.65	0.0124	2.17	416.77	PP3_gamma_js	527750.0	9241750.0
-39.2078	9.09	1.35	0.0263	3.98	319.91	PP3_gamma_js	531875.0	9257000.0
-40.1124	9.52	3.83	0.0386	2.31	387.07	PP3_gamma_js	525750.0	9253250.0
-36.6661	6.26	0.69	0.0384	2.48	459.61	PP3_gamma_js	515000.0	9226500.0
-40.4558	8.54	1.37	0.03	1.93	366.25	PP3_gamma_js	521500.0	9249125.0
-41.0107	11.61	2.81	0.0227	2.15	383.13	PP3_gamma_js	522625.0	9251250.0
-40.1254	9.88	3.98	0.0368	2.31	384.43	PP3_gamma_js	525875.0	9253375.0
-36.5556	4.48	0.79	0.0176	1.42	457.54	PP3_gamma_js	516500.0	9228125.0
-41.8439	5.47	1.32	0.0239	1.46	503.07	PP3_gamma_js	513500.0	9246500.0
-36.9348	5.31	0.92	0.0891	1.77	465.49	PP3_gamma_js	535000.0	9236875.0
-35.3029	5.43	2.13	0.0451	2.27	471.42	PP3_gamma_js	529500.0	9235625.0
-39.145	5.55	0.96	0.0307	1.91	544.04	PP3_gamma_js	513875.0	9232750.0
-35.5529	14.75	2.49	0.0308	2.89	307.32	PP3_gamma_js	502625.0	9227250.0
-43.2034	5.89	1.6	0.1465	2.85	315.55	PP3_gamma_js	509125.0	9248875.0
-40.4719	7.1	3.43	0.1287	2.41	377.84	PP3_gamma_js	526250.0	9254375.0
-36.6133	5.91	1.83	0.1329	1.78	449.54	PP3_gamma_js	533875.0	9239750.0
-41.0916	8.56	1.79	0.037	3.88	292.93	PP3_gamma_js	528000.0	9258125.0
-36.1281	4.34	1.37	0.0179	2.23	527.73	PP3_gamma_js	527250.0	9247750.0
-39.558	10.37	2.39	0.0614	3.83	404.67	PP3_gamma_js	535625.0	9255875.0
-40.5948	9.45	1.91	0.0202	0.54	725.52	PP3_gamma_js	512000.0	9238125.0
-36.3517	9.61	2.58	0.0093	2.32	551.01	PP3_gamma_js	521250.0	9230250.0
-36.9549	6.18	1.39	0.1011	2.54	520.79	PP3_gamma_js	514750.0	9227625.0
-39.9891	6.37	1.37	0.0155	2.24	403.0	PP3_gamma_js	507500.0	9242000.0
-37.795	4.97	0.98	0.0401	1.94	509.1	PP3_gamma_js	514625.0	9230000.0
-36.9823	6.24	1.27	0.0225	1.87	304.72	PP3_gamma_js	508000.0	9229375.0
-40.6087	5.49	0.97	0.0624	2.18	606.24	PP3_gamma_js	513500.0	9242500.0
-35.537	5.41	2.34	0.0227	0.96	462.71	PP3_gamma_js	531000.0	9234875.0
-39.2695	6.71	1.88	0.0543	0.76	538.42	PP3_gamma_js	516125.0	9234750.0
-42.1117	5.9	1.43	0.0997	2.08	494.44	PP3_gamma_js	510625.0	9244625.0
-35.2606	9.53	2.52	0.0268	1.22	447.34	PP3_gamma_js	526750.0	9232250.0
-39.9996	5.75	1.1	0.0771	1.36	548.71	PP3_gamma_js	512500.0	9239875.0
-39.8852	11.33	1.72	0.0556	4.38	339.61	PP3_gamma_js	529875.0	9256750.0
-38.6039	6.56	1.34	0.04	1.53	568.89	PP3_gamma_js	515875.0	9233125.0
-40.3334	10.03	2.16	0.0795	2.87	324.35	PP3_gamma_js	529000.0	9255500.0
-42.7285	8.78	1.9	0.0382	2.65	463.31	PP3_gamma_js	508875.0	9246250.0
-36.1929	7.03	1.57	0.0098	0.97	442.86	PP3_gamma_js	528500.0	9241625.0
-34.9528	7.69	2.56	0.0248	1.8	685.8	PP3_gamma_js	531375.0	9229625.0
-35.8001	4.2	1.59	0.1673	2.2	624.13	PP3_gamma_js	526125.0	9243500.0
-39.0168	7.18	1.92	0.0122	2.54	375.49	PP3_gamma_js	534750.0	9254250.0
-36.2205	3.67	1.75	0.033	0.13	446.84	PP3_gamma_js	531500.0	9240250.0
-35.0213	5.83	1.88	0.0884	1.76	447.23	PP3_gamma_js	528875.0	9238500.0
-36.6264	5.78	1.97	0.0356	2.43	581.1	PP3_gamma_js	538750.0	9230250.0
-36.0239	4.4	1.7	0.1353	2.24	541.05	PP3_gamma_js	525875.0	9241500.0
-35.2563	9.26	2.95	0.0193	1.63	297.61	PP3_gamma_js	502750.0	9226625.0
-42.0317	5.68	1.51	0.0136	3.1	420.53	PP3_gamma_js	511500.0	9247250.0
-35.7372	7.1	1.64	0.036	2.1	647.43	PP3_gamma_js	523625.0	9234625.0
-39.2279	4.92	0.99	0.0161	1.54	448.29	PP3_gamma_js	507625.0	9235125.0
-35.9311	11.88	1.78	0.0049	1.68	657.73	PP3_gamma_js	523000.0	9229500.0
-34.9511	7.42	2.34	0.0389	2.69	668.78	PP3_gamma_js	530625.0	9230500.0
-40.3479	6.18	1.97	0.1633	3.01	541.65	PP3_gamma_js	524375.0	9252000.0
-36.3851	5.78	2.1	0.0365	3.82	433.84	PP3_gamma_js	533875.0	9241000.0
-35.4406	7.14	1.31	0.0267	2.38	617.78	PP3_gamma_js	524875.0	9229250.0
-36.0144	12.47	2.38	0.0238	2.01	478.47	PP3_gamma_js	529500.0	9240625.0
-38.544	5.89	2.2	0.0775	2.81	328.02	PP3_gamma_js	543375.0	9245500.0
-41.1046	8.64	2.72	0.0191	2.49	492.34	PP3_gamma_js	521250.0	9250000.0
-36.4564	5.15	1.09	0.1317	2.73	535.04	PP3_gamma_js	523125.0	9244750.0
-36.295	10.66	2.43	0.0266	1.67	469.76	PP3_gamma_js	530625.0	9241625.0
-35.2639	6.88	2.59	0.0125	1.46	525.85	PP3_gamma_js	523625.0	9227125.0
-37.4239	6.07	1.05	0.0534	3.49	348.07	PP3_gamma_js	528375.0	9250875.0
-36.8131	3.19	1.0	0.0466	1.58	635.87	PP3_gamma_js	539500.0	9227125.0
-41.1413	17.08	3.43	0.0617	2.49	601.15	PP3_gamma_js	505750.0	9244500.0
-37.4909	4.96	0.83	0.1305	2.09	494.36	PP3_gamma_js	509875.0	9228125.0
-37.2715	3.48	1.35	0.0194	2.63	357.74	PP3_gamma_js	541875.0	9241125.0
-36.272	5.0	0.33	0.054	1.5	466.61	PP3_gamma_js	520875.0	9238750.0
-34.999	9.24	1.9	0.0319	1.64	519.1	PP3_gamma_js	532125.0	9231125.0
-38.6315	6.88	1.94	0.0444	3.73	414.64	PP3_gamma_js	525875.0	9250375.0
-38.2042	4.49	1.07	0.0512	2.29	504.53	PP3_gamma_js	546000.0	9230625.0
-37.2421	4.0	1.13	0.112	1.57	604.78	PP3_gamma_js	521750.0	9240875.0
-36.1651	4.91	1.22	0.0448	1.93	500.93	PP3_gamma_js	517250.0	9227500.0
-35.3782	3.68	1.16	0.0425	1.55	468.75	PP3_gamma_js	530250.0	9236125.0
-39.7708	6.82	2.28	0.0601	2.63	401.69	PP3_gamma_js	526125.0	9252875.0
-38.6291	8.73	3.18	0.0729	3.48	395.17	PP3_gamma_js	543875.0	9245875.0
-35.5222	9.05	1.63	0.0121	1.81	442.44	PP3_gamma_js	524375.0	9234375.0
-36.3203	13.19	2.3	0.0302	2.03	317.63	PP3_gamma_js	502500.0	9229250.0
-36.7614	6.2	1.53	0.0585	4.03	406.57	PP3_gamma_js	537625.0	9237625.0
-38.5896	9.47	3.04	0.0906	4.39	337.63	PP3_gamma_js	544500.0	9245875.0
-37.4927	6.04	1.14	0.0223	1.74	344.09	PP3_gamma_js	504625.0	9239625.0
-41.0386	7.98	1.9	0.0213	2.27	385.21	PP3_gamma_js	522875.0	9251625.0
-38.4132	7.07	1.45	0.0411	2.23	482.97	PP3_gamma_js	512250.0	9230125.0
-36.4128	6.86	1.97	0.0132	2.65	377.46	PP3_gamma_js	537375.0	9235125.0
-38.0626	6.16	1.04	0.0355	2.48	394.92	PP3_gamma_js	511750.0	9229125.0
-38.7974	4.13	1.68	0.0918	1.73	549.63	PP3_gamma_js	507000.0	9236375.0
-42.7423	8.49	1.88	0.0255	2.82	414.86	PP3_gamma_js	508500.0	9246250.0
-36.7506	5.01	1.37	0.0796	2.2	597.36	PP3_gamma_js	539375.0	9228625.0
0.0	10.06	2.22	0.0376	2.01	0.0	PP3_gamma_js	530750.0	9226250.0
-39.4213	4.25	1.68	0.0226	1.47	351.93	PP3_gamma_js	508125.0	9234750.0
-41.8205	4.68	1.0	0.0578	0.64	663.23	PP3_gamma_js	514250.0	9245375.0
-36.6652	5.09	1.38	0.0438	2.65	438.8	PP3_gamma_js	523000.0	9245125.0
-38.5672	4.8	2.22	0.0467	3.73	359.24	PP3_gamma_js	542375.0	9246625.0
-37.4106	10.12	1.94	0.0216	2.05	700.24	PP3_gamma_js	520250.0	9232625.0
-34.6601	6.28	1.67	0.0308	3.26	438.29	PP3_gamma_js	531000.0	9247375.0
-39.3932	5.94	1.28	0.0518	3.23	304.69	PP3_gamma_js	531000.0	9257000.0
-40.9748	7.66	1.47	0.0903	2.39	359.83	PP3_gamma_vg	551250.0	9234375.0
-39.0203	12.54	2.31	0.1079	4.15	384.19	PP3_gamma_vg	549875.0	9239000.0
-39.5249	19.93	3.52	0.0655	3.56	389.89	PP3_gamma_vg	544500.0	9238000.0
-37.4581	19.26	3.75	0.0366	3.73	393.34	PP3_gamma_vg	541000.0	9233875.0
-37.2077	5.84	0.87	0.0399	1.95	337.27	PP3_gamma_vg	543125.0	9240625.0
-39.2062	17.29	3.18	0.089	4.27	398.08	PP3_gamma_vg	548500.0	9238500.0
-39.3335	17.78	3.75	0.0791	3.47	348.57	PP3_gamma_vg	544375.0	9238125.0
-38.3376	9.31	3.09	0.0469	2.58	399.64	PP3_gamma_vg	542750.0	9237750.0
-37.6484	14.48	3.05	0.0413	1.22	418.36	PP3_gamma_vg	541875.0	9233000.0
-40.703	4.11	1.47	0.0404	2.1	323.85	PP3_gamma_vg	551750.0	9235625.0
-40.45	16.01	3.18	0.0625	3.69	448.28	PP3_gamma_vg	550000.0	9234250.0
-39.0972	16.78	3.9	0.0338	3.94	335.54	PP3_gamma_vg	543250.0	9236875.0
-39.3665	20.65	4.48	0.0345	4.21	380.09	PP3_gamma_vg	548500.0	9236875.0
-40.3849	14.11	2.63	0.3139	3.8	478.84	PP3_gamma_vg	550500.0	9234875.0
-39.226	16.56	3.04	0.0726	4.32	360.75	PP3_gamma_vg	551125.0	9238375.0
-38.8087	5.54	1.46	0.1495	2.23	325.95	PP3_gamma_vg	546375.0	9239625.0
-39.1804	16.57	2.38	0.0438	4.17	341.39	PP3_gamma_vg	550625.0	9237625.0
-37.7998	18.4	3.7	0.0312	3.63	423.13	PP3_gamma_vg	542000.0	9233875.0
-39.6598	15.36	3.26	0.0886	3.58	450.09	PP3_gamma_vg	548125.0	9234750.0
-40.1664	27.97	5.0	0.0273	3.48	429.49	PP3_gamma_vg	545375.0	9237125.0
-39.7136	16.49	3.45	0.0397	3.84	370.24	PP3_gamma_vg	547750.0	9236250.0
-39.1321	18.68	3.2	0.0809	4.05	446.46	PP3_gamma_vg	550125.0	9237375.0
-39.0852	18.89	5.35	0.0444	4.12	494.28	PP3_gamma_vg	545125.0	9234625.0
-39.8153	19.71	4.03	0.0612	4.53	417.0	PP3_gamma_vg	547000.0	9235875.0
-40.5376	17.81	3.01	0.0994	3.46	339.35	PP3_gamma_vg	549625.0	9233125.0
-39.2756	18.91	3.81	0.0288	3.9	356.26	PP3_gamma_vg	548500.0	9237375.0
-39.0419	15.91	4.47	0.0201	3.05	341.7	PP3_gamma_vg	543625.0	9237875.0
-39.5862	16.13	3.42	0.0889	3.95	515.39	PP3_gamma_vg	548750.0	9236000.0
-40.3204	14.64	2.6	0.1996	3.92	470.73	PP3_gamma_vg	550500.0	9235000.0
-38.1638	17.94	4.18	0.0623	3.98	438.15	PP3_gamma_vg	542125.0	9235500.0
-39.2712	20.36	4.5	0.0241	4.26	362.42	PP3_gamma_vg	548250.0	9238125.0
-39.7657	5.43	1.66	0.0942	1.29	307.17	PP3_gamma_vg	552500.0	9238625.0
-38.8749	16.41	2.99	0.1856	4.48	334.47	PP3_gamma_vg	545750.0	9239250.0
-38.7022	9.39	2.18	0.0128	3.46	419.47	PP3_gamma_vg	544750.0	9234125.0
-39.209	21.25	3.88	0.0801	4.71	385.81	PP3_gamma_vg	548625.0	9237625.0
-39.306	20.35	3.99	0.0291	4.46	435.06	PP3_gamma_vg	548750.0	9236875.0
-40.0074	15.09	3.17	0.0401	4.06	352.46	PP3_gamma_vg	549000.0	9234000.0
-39.285	17.92	2.78	0.0501	4.01	353.75	PP3_gamma_vg	549125.0	9236750.0
-39.4766	16.24	3.11	0.102	3.63	373.02	PP3_gamma_vg	549500.0	9236250.0
-37.528	17.2	3.05	0.0225	3.55	401.8	PP3_gamma_vg	541250.0	9233375.0
-39.8864	20.26	2.84	0.0235	4.29	391.23	PP3_gamma_vg	547000.0	9236250.0
-39.1257	18.33	3.14	0.0221	4.27	382.06	PP3_gamma_vg	550250.0	9237500.0
-38.5328	12.45	3.43	0.0333	3.24	474.54	PP3_gamma_vg	542750.0	9237250.0
-37.9792	15.02	3.71	0.024	3.17	528.1	PP3_gamma_vg	541875.0	9235250.0
-39.6624	26.8	4.46	0.0492	4.52	425.76	PP3_gamma_vg	546000.0	9235375.0
-40.1434	26.02	5.11	0.0289	3.49	397.84	PP3_gamma_vg	545125.0	9237125.0
-40.8037	12.56	2.93	0.03	3.26	385.05	PP3_gamma_vg	550750.0	9234250.0
-37.439	7.1	2.5	0.0549	2.49	346.3	PP3_gamma_vg	542625.0	9239500.0
-37.6255	9.33	2.43	0.0492	1.1	426.04	PP3_gamma_vg	541875.0	9232375.0
-39.7123	19.09	3.53	0.0491	4.52	345.14	PP3_gamma_vg	552000.0	9238000.0
-39.9995	20.75	5.01	0.0473	4.28	587.03	PP3_gamma_vg	546000.0	9236125.0
-39.7637	13.72	3.17	0.1632	3.22	391.96	PP3_gamma_vg	549250.0	9235500.0
-37.6301	13.51	3.57	0.0248	4.26	384.52	PP3_gamma_vg	543000.0	9239375.0
-39.8264	18.15	3.3	0.0598	5.08	388.71	PP3_gamma_vg	552125.0	9237875.0
-40.6874	14.08	2.81	0.0756	3.5	430.05	PP3_gamma_vg	550875.0	9234625.0
-39.0735	12.46	2.75	0.0647	3.78	376.16	PP3_gamma_vg	550625.0	9238500.0
-38.6551	13.65	3.73	0.04	3.4	421.01	PP3_gamma_vg	542875.0	9237250.0
-39.0714	12.87	2.61	0.0987	3.84	335.25	PP3_gamma_vg	549250.0	9239125.0
-39.7394	12.46	2.22	0.1215	3.25	509.97	PP3_gamma_vg	548750.0	9235375.0
-37.5808	14.81	2.07	0.0262	2.41	404.12	PP3_gamma_vg	541500.0	9233125.0
-39.0401	17.83	3.74	0.1059	4.28	332.37	PP3_gamma_vg	549500.0	9240000.0
-39.5251	15.81	3.33	0.0812	3.67	376.66	PP3_gamma_vg	549250.0	9236125.0
-39.5183	18.16	3.2	0.0601	4.2	359.15	PP3_gamma_vg	547625.0	9234625.0
-39.5251	16.34	3.37	0.0841	3.95	408.69	PP3_gamma_vg	545750.0	9238375.0
-38.0715	17.17	3.74	0.0303	4.04	356.82	PP3_gamma_vg	543625.0	9239125.0
-40.8309	10.86	2.81	0.1097	3.66	361.73	PP3_gamma_vg	551500.0	9235000.0
-40.4029	10.1	2.52	0.0642	2.94	503.21	PP3_gamma_vg	550250.0	9234625.0
-40.9028	9.79	1.64	0.1127	2.64	392.28	PP3_gamma_vg	550375.0	9233500.0
-38.4644	13.77	3.08	0.0438	3.34	475.39	PP3_gamma_vg	543250.0	9234500.0
-39.5107	17.94	3.27	0.0351	4.15	418.28	PP3_gamma_vg	547375.0	9234750.0
-39.0645	12.1	3.05	0.1406	3.72	328.13	PP3_gamma_vg	549250.0	9239375.0
-39.4924	16.38	4.47	0.0473	3.85	346.93	PP3_gamma_vg	548125.0	9233625.0
-38.4482	10.05	2.04	0.0322	3.14	440.68	PP3_gamma_vg	544250.0	9233875.0
-39.4762	16.13	2.84	0.0834	3.53	420.67	PP3_gamma_vg	549625.0	9236250.0
-38.5976	17.83	3.48	0.1388	4.1	321.33	PP3_gamma_vg	545000.0	9239250.0
-37.6105	13.37	3.26	0.0352	1.98	420.47	PP3_gamma_vg	541750.0	9232625.0
-39.9513	21.69	2.74	0.0166	3.99	474.04	PP3_gamma_vg	546625.0	9237125.0
-40.0407	21.44	4.95	0.0607	4.33	504.69	PP3_gamma_vg	545250.0	9236250.0
-39.2914	17.8	4.41	0.0224	3.13	335.67	PP3_gamma_vg	543625.0	9237375.0
-39.7049	16.48	2.13	0.052	4.27	437.31	PP3_gamma_vg	548125.0	9235375.0
-40.4351	17.81	2.94	0.0582	4.09	349.47	PP3_gamma_vg	549625.0	9233625.0
-38.0429	16.24	3.15	0.0413	3.75	441.93	PP3_gamma_vg	543125.0	9238750.0
-39.5691	18.22	3.63	0.04	3.9	361.2	PP3_gamma_vg	548000.0	9236625.0
-39.7682	18.76	3.49	0.0673	3.82	454.44	PP3_gamma_vg	545375.0	9238000.0
-37.5821	16.64	2.73	0.0223	3.0	407.34	PP3_gamma_vg	541500.0	9233250.0
-39.7946	21.24	3.61	0.0666	3.5	413.88	PP3_gamma_vg	546000.0	9238000.0
-39.6247	19.64	2.66	0.0885	4.46	357.33	PP3_gamma_vg	551125.0	9236875.0
-38.3349	17.56	4.34	0.0402	4.06	367.73	PP3_gamma_vg	543750.0	9238875.0
-38.728	15.45	3.7	0.0447	3.62	559.74	PP3_gamma_vg	544250.0	9234375.0
-39.3821	16.6	3.87	0.0634	3.18	348.57	PP3_gamma_vg	548125.0	9237375.0
-39.436	16.72	4.81	0.0421	2.97	340.43	PP3_gamma_vg	543875.0	9237500.0
-39.7347	18.39	3.96	0.0979	4.18	442.35	PP3_gamma_vg	547375.0	9235500.0
-38.7272	14.11	3.45	0.0646	3.53	395.25	PP3_gamma_vg	543000.0	9237375.0
-39.1136	13.69	2.91	0.0915	4.22	380.44	PP3_gamma_vg	548875.0	9239125.0
-37.6831	13.22	2.82	0.0338	3.26	404.79	PP3_gamma_vg	541375.0	9234750.0
-38.9446	20.61	4.41	0.0547	4.52	407.38	PP3_gamma_vg	546625.0	9233875.0
-38.054	13.51	2.79	0.0443	2.28	415.56	PP3_gamma_vg	542250.0	9234500.0
-37.742	11.97	3.04	0.0162	1.25	416.13	PP3_gamma_vg	542250.0	9233250.0
-39.6945	18.36	4.93	0.0938	4.44	598.5	PP3_gamma_vg	546750.0	9235375.0
-37.6538	13.72	3.01	0.0151	3.59	421.92	PP3_gamma_vg	541375.0	9234500.0
