Bouguer	eTh	eU	GT	Kperc	SRTM	SIGLA_UNID	X	Y
-41.1398	0.31	0.51	0.1433	0.4	303.82	A3_gamma_tc	554125.0	9237500.0
-41.1555	2.27	0.59	0.0313	2.45	329.23	A3_gamma_tc	550125.0	9232000.0
-40.6578	2.78	1.78	0.0399	1.3	318.85	A3_gamma_tc	551875.0	9235875.0
-42.6396	4.77	1.55	0.0147	1.53	302.19	A3_gamma_tc	554375.0	9232875.0
-41.9471	-0.25	0.37	0.095	1.97	339.55	A3_gamma_tc	551375.0	9228250.0
-39.5711	0.09	0.59	0.0104	1.73	355.52	A3_gamma_tc	546875.0	9227875.0
-40.2026	0.79	0.45	0.0363	1.73	322.79	A3_gamma_tc	548625.0	9226750.0
-40.3722	-0.48	-0.18	0.0255	2.01	333.19	A3_gamma_tc	548500.0	9227625.0
-43.3802	1.21	0.76	0.0329	1.62	309.15	A3_gamma_tc	554375.0	9227875.0
-41.225	0.1	0.31	0.1081	0.43	306.29	A3_gamma_tc	554125.0	9237375.0
-41.9271	0.62	0.56	0.0411	1.17	308.54	A3_gamma_tc	553125.0	9233500.0
-41.1247	0.24	0.4	0.1952	0.56	302.2	A3_gamma_tc	553750.0	9237250.0
-43.123	-0.41	-0.16	0.0104	1.93	326.78	A3_gamma_tc	553875.0	9226750.0
-40.2505	2.29	0.78	0.031	1.95	318.85	A3_gamma_tc	548500.0	9227000.0
-40.0424	0.72	0.65	0.1746	0.84	316.48	A3_gamma_tc	553875.0	9239500.0
-41.3891	0.11	-0.09	0.0968	2.26	344.14	A3_gamma_tc	550125.0	9229625.0
-46.7251	2.73	1.34	10.3166	0.61	579.62	A3saf	514125.0	9274500.0
-46.4683	2.82	0.94	1.969	1.54	362.18	A3saf	503250.0	9275250.0
-46.2281	2.97	0.9	4.0541	0.9	387.81	A3saf	503125.0	9275125.0
-46.641	3.27	0.71	5.4052	1.47	384.35	A3saf	504000.0	9275000.0
-46.8309	1.78	1.66	16.2391	0.55	508.71	A3saf	514625.0	9274500.0
-47.1645	3.54	1.44	5.8514	1.19	501.04	A3saf	509500.0	9274500.0
-46.4553	6.2	1.6	4.213	0.23	615.65	A3saf	511875.0	9274750.0
-46.7684	1.51	1.04	18.4071	0.57	540.1	A3saf	514500.0	9274125.0
-46.7251	2.73	1.34	10.3166	0.61	579.62	A3saf	514125.0	9274500.0
-47.0347	3.84	1.46	5.1803	1.0	507.86	A3saf	509875.0	9274625.0
-47.7052	3.29	0.89	8.459	0.76	496.59	A3saf	507125.0	9275250.0
-47.3944	3.67	1.28	7.3487	2.37	383.68	A3saf	506250.0	9274875.0
-46.7461	2.11	1.05	10.7173	0.16	527.27	A3saf	513750.0	9275000.0
-47.4879	2.88	1.2	4.7416	1.32	402.89	A3saf	506125.0	9275250.0
-46.4044	3.19	1.0	21.0571	0.14	605.61	A3saf	512250.0	9274500.0
-47.4432	3.35	1.37	13.3639	1.38	393.94	A3saf	506125.0	9275125.0
-46.6419	3.18	0.84	10.2126	0.42	616.93	A3saf	513750.0	9274500.0
-46.9417	3.65	1.83	12.6668	0.85	505.22	A3saf	504500.0	9275125.0
-46.6415	1.85	0.83	11.1326	0.23	663.25	A3saf	513625.0	9274625.0
-46.6027	4.01	1.48	6.5369	0.56	531.41	A3saf	511000.0	9274625.0
-46.5885	0.77	0.68	12.4838	0.13	636.59	A3saf	513375.0	9274625.0
-47.548	4.35	1.38	0.8566	3.09	390.89	A3saf	508750.0	9275000.0
-46.6919	1.84	0.99	11.3443	0.05	606.62	A3saf	513625.0	9274875.0
-45.7078	3.14	0.83	1.6506	0.74	340.5	A3saf	502500.0	9275125.0
-43.3173	2.43	0.41	5.0098	0.42	491.05	A3saf	500500.0	9275500.0
-46.8275	2.71	1.51	9.7022	0.51	433.67	A3saf	514000.0	9275125.0
-47.5868	3.59	1.72	10.6022	1.47	517.67	A3saf	506875.0	9275000.0
-47.734	3.85	1.42	4.8161	2.09	378.61	A3saf	507750.0	9275125.0
-46.4353	2.99	0.98	7.5761	0.04	653.99	A3saf	512250.0	9274750.0
-46.9466	3.96	1.6	9.4109	1.22	453.59	A3saf	504250.0	9275250.0
-46.9564	3.73	1.44	12.0446	2.21	450.09	A3saf	504750.0	9275000.0
-46.877	2.52	1.95	10.6851	0.62	447.48	A3saf	514750.0	9274625.0
-47.5218	3.02	1.22	4.7472	1.3	423.26	A3saf	506250.0	9275250.0
-46.4949	1.96	0.41	6.3202	0.26	582.93	A3saf	511625.0	9275000.0
-46.4642	1.2	0.21	16.0374	0.4	567.5	A3saf	512500.0	9274250.0
-46.5515	1.45	0.68	7.467	0.28	562.02	A3saf	513000.0	9274875.0
-47.4751	4.21	1.3	1.3327	2.69	410.64	A3saf	508875.0	9274875.0
-45.8118	3.39	0.75	2.2121	0.8	327.58	A3saf	502625.0	9275125.0
-46.4598	0.89	0.46	24.6109	0.18	677.93	A3saf	512625.0	9274375.0
-42.7912	2.98	0.76	6.6588	0.52	487.49	A3saf	500250.0	9275375.0
-46.6614	4.17	0.89	11.6394	0.37	601.81	A3saf	513875.0	9274375.0
-47.5907	3.94	1.69	3.2826	2.63	370.12	A3saf	508125.0	9274750.0
-42.9948	2.7	0.56	9.4538	0.55	499.71	A3saf	500375.0	9275375.0
-46.4619	6.0	1.47	4.1824	0.36	587.7	A3saf	511750.0	9274750.0
-47.6353	3.31	1.19	6.5645	1.0	500.05	A3saf	506750.0	9275250.0
-46.641	3.27	0.71	5.4052	1.47	384.35	A3saf	504000.0	9275000.0
-46.4486	5.45	1.46	4.5134	0.13	637.94	A3saf	512000.0	9274750.0
-47.0321	4.2	1.66	13.6968	0.83	505.95	A3saf	504500.0	9275250.0
-47.4809	3.58	1.27	3.5018	2.27	461.81	A3saf	508750.0	9274750.0
-47.0321	4.2	1.66	13.6968	0.83	505.95	A3saf	504500.0	9275250.0
-46.483	0.76	0.61	25.0433	0.14	698.9	A3saf	512875.0	9274375.0
-47.1121	2.39	0.68	12.0526	1.01	452.78	A3saf	505000.0	9275125.0
-46.5647	1.21	0.53	15.3959	0.13	665.13	A3saf	513375.0	9274375.0
-46.4693	4.5	0.95	9.5112	0.21	641.99	A3saf	511875.0	9274875.0
-46.484	4.63	1.05	6.8503	0.03	598.81	A3saf	512375.0	9275000.0
-46.6027	4.01	1.48	6.5369	0.56	531.41	A3saf	511000.0	9274625.0
-44.744	4.28	1.76	2.2481	2.06	376.82	A3saf	501500.0	9275375.0
-47.6286	4.68	1.27	0.6776	3.66	440.77	A3saf	508500.0	9275000.0
-46.4625	6.09	1.68	2.858	1.04	513.97	A3saf	511500.0	9274625.0
-46.7684	1.51	1.04	18.4071	0.57	540.1	A3saf	514500.0	9274125.0
-46.6883	2.17	0.89	10.3853	0.34	574.77	A3saf	513500.0	9275000.0
-47.6236	4.93	1.61	3.1107	2.49	350.08	A3saf	507750.0	9274750.0
-46.7987	3.95	1.8	11.3812	1.59	462.31	A3saf	504375.0	9275000.0
-47.7106	3.91	1.68	1.6629	2.93	408.78	A3saf	508000.0	9275125.0
-46.4183	2.38	0.95	26.6006	0.06	644.11	A3saf	512375.0	9274500.0
-46.4834	2.97	0.78	7.3512	0.29	634.14	A3saf	511875.0	9275000.0
-46.6016	3.12	0.91	12.1259	0.15	558.26	A3saf	513625.0	9274125.0
-46.4817	3.37	0.59	9.0401	0.28	599.51	A3saf	511625.0	9274875.0
-46.8864	4.06	2.08	5.7463	0.68	403.27	A3saf	514500.0	9274875.0
-45.9159	3.54	0.68	2.8064	0.84	343.98	A3saf	502750.0	9275125.0
-46.518	0.75	0.73	20.4916	0.09	668.04	A3saf	513125.0	9274375.0
-47.734	3.85	1.42	4.8161	2.09	378.61	A3saf	507750.0	9275125.0
-45.123	2.73	0.97	2.9466	0.59	385.75	A3saf	502000.0	9275125.0
-46.46	0.92	0.73	28.0019	0.11	704.72	A3saf	512750.0	9274500.0
-47.2249	2.35	1.01	10.0738	0.93	438.77	A3saf	505375.0	9275125.0
-46.9466	3.96	1.6	9.4109	1.22	453.59	A3saf	504250.0	9275250.0
-47.3524	2.12	0.99	6.1096	1.26	399.21	A3saf	505625.0	9275250.0
-45.5646	3.27	0.96	1.0676	1.22	358.89	A3saf	502250.0	9275250.0
-46.8586	3.38	2.37	6.1792	0.51	418.57	A3saf	514375.0	9274875.0
-45.9598	3.49	0.83	0.99	1.25	324.71	A3saf	502625.0	9275250.0
-46.7046	2.49	0.71	16.3541	0.12	643.37	A3saf	514125.0	9274250.0
-46.7494	2.58	1.48	8.5582	0.33	495.63	A3saf	514000.0	9274750.0
-46.7076	3.72	1.12	7.89	1.03	511.78	A3saf	510625.0	9274500.0
-44.2507	3.47	1.37	4.2062	1.15	421.58	A3saf	501250.0	9275250.0
-46.4714	0.83	0.48	25.442	0.17	694.78	A3saf	512750.0	9274375.0
-46.9417	3.65	1.83	12.6668	0.85	505.22	A3saf	504500.0	9275125.0
-47.7106	3.91	1.68	1.6629	2.93	408.78	A3saf	508000.0	9275125.0
-46.6739	2.04	1.18	17.2624	0.05	537.54	A3saf	514125.0	9273875.0
-47.6873	4.31	1.58	0.3265	3.13	437.32	A3saf	508250.0	9275125.0
-46.5413	0.91	0.63	17.6992	0.11	662.72	A3saf	513250.0	9274375.0
-46.8083	1.11	1.39	18.6493	0.38	558.57	A3saf	514500.0	9274500.0
-46.7478	2.4	1.05	9.883	0.08	528.03	A3saf	513875.0	9274875.0
-47.5077	4.42	1.43	0.9401	2.9	371.58	A3saf	508875.0	9275000.0
-43.1983	2.56	0.49	10.0904	0.54	493.65	A3saf	500500.0	9275375.0
-46.442	4.25	1.21	5.666	0.07	650.04	A3saf	512125.0	9274750.0
-46.5192	5.48	1.53	4.4315	0.15	527.79	A3saf	512500.0	9275125.0
-47.4868	3.43	1.38	6.3128	2.44	462.58	A3saf	506625.0	9274875.0
-46.8176	3.6	1.65	6.787	1.17	511.29	A3saf	510375.0	9274375.0
-47.5552	3.9	1.65	4.2419	2.58	416.87	A3saf	507125.0	9274750.0
-46.6394	1.22	1.0	14.9493	0.0	634.83	A3saf	513500.0	9274750.0
-46.6924	4.06	0.94	4.0244	1.96	312.29	A3sam	514000.0	9273000.0
-37.7608	0.47	0.72	0.1057	0.71	309.56	A3sam	548125.0	9242625.0
-42.9373	-0.43	0.32	0.5044	0.11	455.97	A3sam	541000.0	9266125.0
-42.7513	-0.18	-0.02	3.1375	0.02	373.19	A3sam	542500.0	9265750.0
-44.6724	6.2	1.99	1.1228	1.17	369.7	A3sam	528250.0	9280750.0
-46.3375	4.78	1.77	0.2785	0.87	329.02	A3sam	525500.0	9279625.0
-42.0119	0.98	0.6	0.5419	0.26	319.57	A3sam	542375.0	9266875.0
-44.798	7.36	2.37	0.0522	3.5	276.19	A3sam	551250.0	9268625.0
-38.2216	0.14	0.67	0.1062	0.47	325.92	A3sam	548000.0	9241625.0
-42.9155	1.92	0.37	0.0627	0.45	339.3	A3sam	533875.0	9263500.0
-42.3453	0.14	0.31	0.2431	0.11	394.43	A3sam	541750.0	9266500.0
-44.5853	5.94	2.73	0.6364	0.71	399.35	A3sam	529375.0	9280125.0
-46.4562	7.81	2.0	0.5268	1.77	358.96	A3sam	524750.0	9279750.0
-46.3511	6.29	3.08	0.1785	0.75	354.6	A3sam	526125.0	9279375.0
-47.1699	4.16	1.15	0.7538	1.84	304.66	A3sam	516250.0	9274125.0
-37.0011	-0.41	-0.03	0.3037	0.29	315.07	A3sam	546500.0	9244000.0
-38.8996	0.69	0.32	0.1187	0.55	318.03	A3sam	550375.0	9242375.0
-47.2931	2.93	1.12	0.2827	1.53	332.15	A3sam	521625.0	9278750.0
-46.9914	3.76	0.76	0.4579	2.29	331.55	A3sam	510875.0	9272625.0
-39.0247	0.19	0.14	0.1073	0.8	314.61	A3sam	551875.0	9245125.0
-43.7464	2.17	1.01	0.1947	1.17	288.76	A3sam	539500.0	9266000.0
-42.6534	3.68	2.32	2.4128	2.41	366.7	A3sam	543500.0	9265500.0
-44.1261	0.8	0.5	0.2427	0.55	342.36	A3sam	545875.0	9269000.0
-38.442	1.1	0.1	0.1686	0.71	299.04	A3sam	549750.0	9243250.0
-47.2602	1.62	1.2	0.3207	0.8	330.63	A3sam	508125.0	9264250.0
-41.6299	0.15	0.48	0.0456	0.82	401.44	A3sam	548625.0	9252000.0
-44.7962	6.45	2.11	0.0379	2.47	289.03	A3sam	551000.0	9268875.0
-46.9211	8.71	1.79	0.3118	0.94	307.89	A3sam	524250.0	9279375.0
-44.0733	3.02	0.84	0.372	1.01	293.64	A3sam	501625.0	9274625.0
-47.0392	5.8	2.42	2.8764	0.82	306.1	A3sam	514750.0	9275375.0
-40.1053	-0.14	0.08	0.1097	0.21	307.88	A3sam	554375.0	9245375.0
-43.9871	1.63	0.72	0.5644	0.45	293.03	A3sam	502375.0	9273750.0
-37.2458	1.4	-0.03	0.2111	0.27	309.45	A3sam	546750.0	9244500.0
-38.7858	3.82	1.04	0.1193	0.58	290.56	A3sam	550500.0	9246000.0
-47.3858	2.69	0.66	0.2904	0.94	264.72	A3sam	518250.0	9275250.0
-43.8702	4.67	1.56	0.6742	0.68	340.76	A3sam	532750.0	9277750.0
-38.6121	0.7	0.38	0.0504	0.62	328.91	A3sam	548000.0	9240750.0
-40.0726	-0.1	-0.2	2.1795	0.03	362.32	A3sam	553875.0	9245875.0
-40.2164	0.78	0.57	0.0686	1.53	300.17	A3sam	548625.0	9248375.0
-47.5101	3.54	1.4	2.0982	1.91	325.77	A3sam	507500.0	9264625.0
-38.6164	3.29	1.13	0.2338	1.18	292.55	A3sam	550500.0	9244250.0
-44.5343	1.82	1.07	1.0433	0.92	292.38	A3sam	503000.0	9273625.0
-38.8641	0.5	-0.01	0.1239	0.56	306.58	A3sam	551000.0	9243375.0
-38.4129	8.19	1.97	0.0798	1.89	294.64	A3sam	549875.0	9243750.0
-44.886	6.3	2.36	0.9558	3.0	493.13	A3sam	528625.0	9279750.0
-42.1655	1.0	0.25	0.446	0.97	347.35	A3sam	549500.0	9253500.0
-43.9081	1.86	0.61	0.1462	1.06	294.42	A3sam	551125.0	9255625.0
-42.3352	4.94	1.93	0.6462	1.43	303.92	A3sam	500250.0	9274875.0
-47.109	3.63	1.2	0.5773	2.52	364.33	A3sam	522250.0	9279375.0
-42.7763	-0.29	0.8	0.2979	-0.05	464.69	A3sam	541375.0	9266125.0
-44.743	7.33	2.22	0.4925	1.47	355.19	A3sam	529375.0	9278750.0
-47.3519	3.38	1.44	4.5511	2.78	381.72	A3sam	506250.0	9274750.0
-43.9347	8.75	2.31	1.7854	0.39	351.43	A3sam	532375.0	9278625.0
-45.5687	7.01	1.93	1.8667	1.08	352.44	A3sam	528500.0	9278250.0
-46.9587	4.21	1.98	2.7512	1.17	297.47	A3sam	515375.0	9274250.0
-47.4428	4.57	0.93	0.0606	0.64	269.02	A3sam	522000.0	9278250.0
-46.4761	6.75	2.68	0.3871	0.76	355.69	A3sam	526125.0	9279250.0
-45.5327	2.1	1.27	0.6895	0.72	300.7	A3sam	504250.0	9273375.0
0.0	0.19	0.61	0.0768	0.49	298.75	A3sam	555125.0	9245500.0
-46.9797	4.17	1.54	0.5809	2.64	321.16	A3sam	510625.0	9272750.0
-45.7957	3.99	1.27	0.1637	1.82	321.83	A3sam	502000.0	9275750.0
-44.793	0.89	0.53	1.9276	0.71	340.15	A3sam	547500.0	9268625.0
-47.5773	3.21	0.49	0.7884	1.81	323.22	A3sam	511375.0	9266375.0
-46.2592	2.33	1.37	0.793	1.25	296.17	A3sam	505500.0	9272875.0
-47.6882	0.75	0.39	0.8281	1.09	410.19	A3sam	506375.0	9275875.0
-43.9824	8.35	2.49	0.872	0.92	383.47	A3sam	531625.0	9278875.0
-39.0603	0.22	0.25	0.0654	0.34	317.96	A3sam	551125.0	9242375.0
0.0	4.32	2.46	1.0963	0.69	354.9	A3sam	528000.0	9281375.0
-44.9026	3.17	1.18	0.4139	1.85	292.92	A3sam	502875.0	9274125.0
-41.3712	2.72	0.33	0.1692	0.91	335.25	A3sam	547875.0	9250250.0
-47.383	3.83	1.03	0.163	1.02	274.61	A3sam	521375.0	9278125.0
-36.8841	-0.74	0.72	1.3149	-0.1	374.93	A3sam	545500.0	9243875.0
-44.142	0.98	0.27	0.2583	0.41	313.83	A3sam	553875.0	9255875.0
-47.0531	4.62	1.61	0.7216	3.7	372.99	A3sam	509500.0	9273375.0
-40.8809	0.74	0.56	0.1218	0.82	331.54	A3sam	548375.0	9249375.0
-36.6742	0.47	0.47	0.4091	0.74	327.77	A3sam	546000.0	9243000.0
-44.144	11.21	2.89	0.5008	0.79	380.74	A3sam	531500.0	9280125.0
-47.1163	6.3	1.41	0.1802	0.58	292.93	A3sam	525000.0	9279000.0
-43.6815	0.4	0.34	0.5777	0.51	320.66	A3sam	550750.0	9255375.0
-45.9494	5.26	1.29	0.4694	3.36	336.1	A3sam	504375.0	9273875.0
-46.925	5.8	1.53	1.8765	0.87	334.04	A3sam	513125.0	9275875.0
-47.0349	2.85	1.87	0.8454	1.67	316.98	A3sam	510375.0	9272500.0
-47.8144	0.68	0.25	0.0203	0.61	300.96	A3sam	513625.0	9266750.0
-38.8895	0.76	0.03	0.1298	1.0	330.79	A3sam	548875.0	9240625.0
-41.1092	1.36	0.74	1.4475	0.22	295.86	A3sam	529375.0	9261125.0
-45.0926	5.86	1.79	0.5909	0.34	327.72	A3sam	529125.0	9278125.0
-38.8255	0.5	0.0	0.6669	0.52	306.42	A3sam	550500.0	9242875.0
-45.7248	5.75	2.48	3.1135	1.01	432.08	A3sam	526125.0	9280000.0
-45.9169	3.29	1.17	0.6672	1.34	305.16	A3sam	504625.0	9273500.0
-45.4439	7.57	1.68	0.7183	1.42	332.5	A3sam	524375.0	9280875.0
-47.4378	0.81	0.6	1.4885	1.7	399.76	A3sam	505500.0	9275625.0
-36.6322	0.61	0.26	0.2483	0.58	332.12	A3sam	545375.0	9243000.0
-46.2293	4.75	1.15	0.4855	2.69	312.23	A3sam	504875.0	9273750.0
-45.2219	1.87	0.68	0.1566	0.3	304.01	A3sam	548250.0	9269000.0
-47.2891	2.3	1.07	0.3953	1.89	307.32	A3sam	507750.0	9273750.0
-47.0066	2.41	1.05	0.7672	1.71	336.56	A3sam	509125.0	9272500.0
-46.7646	3.37	1.32	1.3311	2.15	359.69	A3sam	510750.0	9273750.0
-46.5423	5.43	1.53	4.1073	1.84	434.0	A3sam	511250.0	9274375.0
-38.8374	0.36	0.1	0.1769	0.51	311.56	A3sam	550375.0	9242625.0
-46.905	6.34	1.71	5.4385	0.74	392.41	A3sam	514000.0	9275375.0
-41.3876	2.79	1.37	14.472	0.57	367.26	A3sqm	552875.0	9277250.0
-42.0446	4.71	1.63	3.3365	0.97	352.16	A3sqm	548375.0	9278375.0
-40.8224	4.11	1.95	0.6172	0.65	288.01	A3sqm	547500.0	9279625.0
-41.7795	4.34	1.6	2.8227	0.62	390.85	A3sqm	550500.0	9277750.0
-41.0895	4.85	1.82	7.8068	0.81	323.35	A3sqm	553375.0	9277250.0
-40.8613	4.87	1.44	8.0187	0.46	301.88	A3sqm	553750.0	9277125.0
-43.8851	5.69	3.06	3.4109	0.7	382.85	A3sqm	544500.0	9279250.0
-40.8691	4.27	1.7	6.9863	0.22	302.41	A3sqm	553875.0	9276875.0
-40.5935	6.02	2.44	1.1897	1.3	292.25	A3sqm	550500.0	9278875.0
0.0	1.66	1.44	11.4522	0.29	0.0	A3sqm	555250.0	9277250.0
-42.5614	4.16	1.43	0.7049	3.2	298.31	A3sqm	547375.0	9278500.0
-42.1818	4.23	1.66	1.4613	1.54	290.64	A3sqm	549750.0	9277625.0
-42.1299	6.47	1.46	2.4005	0.77	318.64	A3sqm	549000.0	9278000.0
-41.0107	6.51	2.31	0.3069	1.15	287.17	A3sqm	551250.0	9278375.0
-42.0848	5.54	1.68	0.5093	1.45	300.04	A3sqm	551000.0	9277250.0
-41.6543	4.71	1.37	3.1305	0.42	351.09	A3sqm	549750.0	9278125.0
-41.5641	2.99	1.11	5.124	0.51	336.75	A3sqm	552500.0	9277250.0
-43.2643	4.55	2.48	2.4811	0.89	350.16	A3sqm	544250.0	9279750.0
-42.9593	2.96	1.43	15.5034	0.62	459.3	A3sqm	545875.0	9279125.0
-41.983	6.19	2.09	0.92	1.29	329.19	A3sqm	551000.0	9277375.0
-43.1777	5.47	1.85	7.9405	0.6	422.96	A3sqm	545625.0	9279125.0
-41.5956	4.12	1.67	1.9756	0.66	396.11	A3sqm	550750.0	9277875.0
-41.3972	5.08	2.06	1.3469	0.96	293.86	A3sqm	547250.0	9279375.0
-41.5049	4.89	1.85	1.3399	0.76	365.93	A3sqm	550625.0	9278000.0
-41.01	6.68	1.51	1.1125	1.12	297.99	A3sqm	550500.0	9278500.0
-41.3659	6.24	1.56	2.7583	0.92	333.0	A3sqm	550250.0	9278250.0
-42.2319	2.75	1.49	6.6572	0.72	425.45	A3sqm	546000.0	9279500.0
-41.225	6.12	2.04	0.2784	1.22	283.4	A3sqm	551375.0	9278125.0
-41.2518	5.44	1.44	3.0663	1.21	306.86	A3sqm	552875.0	9277500.0
-41.5855	2.4	1.13	3.8419	0.72	354.93	A3sqm	551250.0	9277750.0
-39.8129	4.08	1.25	0.6323	0.53	378.53	A3sqm	554750.0	9277375.0
-40.9895	6.27	2.32	0.2287	1.1	281.02	A3sqm	551375.0	9278375.0
-41.4448	4.15	1.29	1.0722	1.04	302.2	A3sqm	551375.0	9277875.0
-40.7611	3.87	1.59	8.003	0.18	326.78	A3sqm	554000.0	9276875.0
-39.9364	3.74	1.87	1.0419	0.34	285.73	A3sqm	554500.0	9277625.0
-43.6864	4.02	2.96	4.4465	0.45	434.65	A3sqm	544500.0	9279375.0
-41.1978	4.35	2.22	0.54	0.92	293.55	A3sqm	547000.0	9279625.0
-41.2781	0.87	0.59	17.241	0.14	543.17	A3sqm	548875.0	9278750.0
-41.8774	3.71	1.4	5.1282	0.66	384.85	A3sqm	548375.0	9278500.0
-41.7982	5.55	1.96	3.3315	0.69	307.16	A3sqm	552125.0	9277125.0
-42.1184	4.12	1.62	1.6537	1.99	326.4	A3sqm	547750.0	9278625.0
-41.1765	4.97	1.16	2.7054	0.54	316.25	A3sqm	548125.0	9279125.0
-41.8086	3.31	1.31	6.1838	0.44	406.48	A3sqm	548500.0	9278500.0
-43.9618	5.68	2.79	3.153	0.82	359.99	A3sqm	544375.0	9279250.0
-40.4566	5.53	0.94	2.9346	0.72	346.62	A3sqm	548875.0	9279375.0
-41.3693	5.06	1.03	2.4801	1.11	298.66	A3sqm	552625.0	9277500.0
-40.8496	3.45	0.95	6.7685	0.4	415.48	A3sqm	548750.0	9279125.0
-41.1633	0.3	0.66	15.7549	0.06	619.55	A3sqm	549125.0	9278750.0
-42.8853	4.49	1.91	2.5901	0.43	362.05	A3sqm	544750.0	9279750.0
-40.9692	2.56	0.95	5.3209	0.15	423.32	A3sqm	549625.0	9278750.0
-40.8843	4.93	1.64	1.6182	1.31	300.71	A3sqm	553375.0	9277625.0
-40.1635	5.1	0.64	1.3069	0.84	336.1	A3sqm	549250.0	9279500.0
-42.6938	4.65	1.59	1.572	2.34	306.12	A3sqm	547000.0	9278625.0
-41.983	6.19	2.09	0.92	1.29	329.19	A3sqm	551000.0	9277375.0
-41.2736	2.78	0.86	7.9201	0.24	426.64	A3sqm	549625.0	9278500.0
-40.9377	4.07	1.53	0.8033	0.66	288.13	A3sqm	547625.0	9279500.0
-40.8001	0.54	0.28	11.8726	0.2	502.52	A3sqm	549250.0	9279000.0
-40.8691	4.27	1.7	6.9863	0.22	302.41	A3sqm	553875.0	9276875.0
-42.8838	4.84	2.15	4.0328	0.45	407.09	A3sqm	545000.0	9279625.0
-42.3136	3.73	1.43	0.9176	1.69	284.28	A3sqm	549750.0	9277500.0
-41.6825	3.21	1.61	8.5207	0.56	415.22	A3sqm	550875.0	9277750.0
-41.1751	6.17	1.93	0.2713	0.99	279.66	A3sqm	551625.0	9278125.0
-41.181	1.79	0.62	12.8049	0.23	502.34	A3sqm	548750.0	9278875.0
-41.3871	4.62	1.43	0.8243	1.02	290.04	A3sqm	551625.0	9277875.0
0.0	2.1	0.77	16.5991	0.49	0.0	A3sqm	555250.0	9276750.0
-41.0239	5.67	1.76	1.5604	1.34	292.53	A3sqm	553125.0	9277625.0
-40.8176	5.0	1.03	1.4747	0.72	293.79	A3sqm	548125.0	9279375.0
-41.4477	5.15	1.75	1.0303	0.98	342.52	A3sqm	550875.0	9278000.0
-41.0663	0.9	0.86	9.1767	0.04	556.13	A3sqm	549375.0	9278750.0
-43.0626	5.23	2.38	0.7656	1.01	320.92	A3sqm	544250.0	9279875.0
-41.6599	4.05	1.26	2.52	0.69	377.12	A3sqm	550125.0	9278000.0
-41.9259	4.56	1.79	2.1969	0.69	330.02	A3sqm	551500.0	9277250.0
-41.9925	6.69	1.71	3.6372	0.95	336.17	A3sqm	549000.0	9278125.0
-41.1028	6.82	2.08	0.6188	1.12	300.59	A3sqm	550750.0	9278375.0
-41.0002	5.67	1.63	0.2107	0.62	274.87	A3sqm	552000.0	9278250.0
-42.2887	4.16	1.55	0.8277	2.92	299.71	A3sqm	547500.0	9278625.0
-40.8946	4.44	1.05	1.2713	0.51	296.28	A3sqm	548000.0	9279375.0
-41.6012	3.42	1.78	3.5709	0.53	303.11	A3sqm	552750.0	9277000.0
-39.8859	4.09	1.6	0.9013	0.5	319.19	A3sqm	554625.0	9277500.0
-39.7952	1.47	0.54	27.1847	0.17	494.69	A3sqm	554875.0	9277125.0
-42.1723	6.18	1.9	0.4411	0.81	312.3	A3sqm	544875.0	9280125.0
-41.2118	0.45	0.6	17.7047	0.09	582.67	A3sqm	549000.0	9278750.0
-43.2643	4.55	2.48	2.4811	0.89	350.16	A3sqm	544250.0	9279750.0
-41.1751	6.17	1.93	0.2713	0.99	279.66	A3sqm	551625.0	9278125.0
-39.8652	4.94	1.0	12.0726	0.46	338.61	A3sqm	555000.0	9276625.0
-41.1253	5.36	1.91	0.2827	0.7	275.19	A3sqm	551875.0	9278125.0
-41.0178	1.69	0.97	6.7785	0.07	484.14	A3sqm	549500.0	9278750.0
-41.164	4.2	1.71	9.4382	0.74	345.57	A3sqm	553250.0	9277250.0
-41.2028	4.75	1.52	2.056	0.8	288.59	A3sqm	547500.0	9279375.0
-40.713	4.77	1.24	0.9306	0.8	292.15	A3sqm	548000.0	9279500.0
-41.7398	2.96	1.08	7.1867	0.4	424.64	A3sqm	548625.0	9278500.0
-43.6898	5.52	2.84	4.3083	1.07	414.32	A3sqm	544750.0	9279250.0
-41.9977	5.01	1.33	4.1962	0.89	364.35	A3sqm	548750.0	9278250.0
-40.9971	5.15	1.07	2.0648	0.54	303.39	A3sqm	548125.0	9279250.0
-41.6094	3.65	1.17	5.7304	0.47	422.12	A3sqm	548250.0	9278750.0
-39.6847	4.28	1.32	1.442	0.55	396.56	A3sqm	554875.0	9277375.0
-40.3748	5.86	1.38	1.7032	0.73	289.21	A3sqm	554125.0	9277500.0
-41.8246	4.69	1.66	2.4347	0.81	364.82	A3sqm	550375.0	9277750.0
-40.6769	4.56	1.92	0.6516	0.77	285.57	A3sqm	547750.0	9279625.0
-41.2037	4.61	2.01	0.6978	0.87	294.03	A3sqm	547250.0	9279500.0
-34.7293	2.71	0.63	0.0869	0.5	285.99	A3tm1	500250.0	9232875.0
-44.4729	2.41	0.96	0.0189	0.68	299.52	A3tm1	512500.0	9251750.0
-43.2048	3.27	1.2	0.0703	1.28	299.9	A3tm1	513750.0	9251250.0
-42.6846	3.41	1.31	0.0879	0.71	304.16	A3tm1	514500.0	9251125.0
-39.9397	2.51	1.32	0.1135	0.73	269.98	A3tm1	502000.0	9245375.0
